label,GPT4_LLM_Label
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Unsafe Arithmetic Operations
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Unchecked Low-Level Calls
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Unsafe External Calls
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Unsafe External Calls
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Oracle Dependencies
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Unsafe Arithmetic Operations
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Insecure Randomness
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Cryptographic Weaknesses
block number dependency (BN),Timestamp Dependence
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Reentrancy
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
